UTD;ZONA;TURMA;CARTEIRA;DATA_PEDIDO;NOTAS_ESPERADAS_ATENA;NOTAS_GERADAS_TAB4;DEFASAGEM_GERACAO;DIA_SEMANA;FLAG_DEF
SANTO AMARO;424;STC;CORTE;2022-08-15;9;9;0;2;N
ITABUNA;227;STC;CORTE;2022-08-09;16;16;0;3;N
ITAPOAN;250;EPS;RECORTE;2022-08-19;30;27;3;6;N
ITABUNA;225;EPS;CORTE;2022-08-19;8;7;1;6;N
GRACA;137;STC;RECORTE;2022-08-16;8;4;4;3;S
IRECE;211;EPS;RECORTE;2022-08-10;8;8;0;4;N
PORTO SEGURO;373;EPS;CORTE;2022-08-15;9;9;0;2;N
IRECE;211;STC;RECORTE;2022-08-24;21;20;1;4;N
VITORIA DA CONQUISTA;519;EPS;BAIXA;2022-08-17;12;11;1;4;N
PORTO SEGURO;377;EPS;RECORTE;2022-08-17;17;17;0;4;N
FEIRA DE SANTANA SUL;121;EPS;CORTE;2022-08-22;5;5;0;2;N
TEIXEIRA DE FREITAS;482;EPS;CORTE;2022-08-02;11;10;1;3;N
ILHEUS;180;STC;RECORTE;2022-08-18;15;8;7;5;S
LUIS EDUARDO MAGALHAES;323;EPS;CORTE;2022-08-09;7;7;0;3;N
SANTA MARIA DA VITORIA;417;STC;RECORTE;2022-08-09;11;10;1;3;N
EUNAPOLIS;89;EPS;DISJUNTOR;2022-08-10;5;5;0;4;N
JACOBINA;264;EPS;BAIXA;2022-08-04;5;5;0;5;N
ITAPETINGA;241;STC;CORTE;2022-08-25;8;8;0;5;N
GUANAMBI;148;EPS;CORTE;2022-08-22;5;5;0;2;N
SANTO ANTONIO DE JESUS;8;EPS;CORTE;2022-08-11;5;4;1;5;N
FEIRA DE SANTANA NORTE;109;EPS;CORTE;2022-08-05;54;0;54;6;N
SANTA MARIA DA VITORIA;412;EPS;CORTE;2022-08-05;8;0;8;6;N
VITORIA DA CONQUISTA;518;EPS;CORTE;2022-08-05;19;0;19;6;N
SANTO AMARO;422;EPS;CORTE;2022-08-25;30;0;30;5;N
BOM JESUS DA LAPA;23;EPS;CORTE;2022-08-25;8;0;8;5;N
ALAGOINHAS;3;STC;CORTE;2022-08-02;23;22;1;3;N
TEIXEIRA DE FREITAS;480;EPS;DISJUNTOR;2022-08-09;18;18;0;3;N
ESPLANADA;83;STC;CORTE;2022-08-11;11;11;0;5;N
ITABERABA;215;EPS;RECORTE;2022-08-03;5;5;0;4;N
LUIS EDUARDO MAGALHAES;319;EPS;CORTE;2022-08-08;8;6;2;2;N
REMANSO;394;STC;CORTE;2022-08-12;9;9;0;6;N
PITUBA;357;EPS;DISJUNTOR;2022-08-09;13;12;1;3;N
LUIS EDUARDO MAGALHAES;319;STC;CORTE;2022-08-22;13;13;0;2;N
REMANSO;392;EPS;CORTE;2022-08-22;14;13;1;2;N
ALAGOINHAS;1;EPS;CORTE;2022-08-12;30;29;1;6;N
SANTO AMARO;424;STC;RECORTE;2022-08-16;13;13;0;3;N
GRACA;133;EPS;RECORTE;2022-08-03;19;18;1;4;N
RIBEIRA DO POMBAL;400;EPS;RECORTE;2022-08-23;18;18;0;3;N
ITABUNA;185;EPS;CORTE;2022-08-09;31;27;4;3;N
LUIS EDUARDO MAGALHAES;323;EPS;RECORTE;2022-08-10;7;7;0;4;N
JACOBINA;258;EPS;CORTE;2022-08-03;7;7;0;4;N
ITAPETINGA;238;STC;CORTE;2022-08-12;9;9;0;6;N
SANTO ANTONIO DE JESUS;426;EPS;CORTE;2022-08-22;4;4;0;2;N
SERRINHA;463;EPS;CORTE;2022-08-16;7;7;0;3;N
CONCEICAO DO COITE;66;EPS;CORTE;2022-08-17;7;7;0;4;N
RIBEIRA DO POMBAL;397;STC;CORTE;2022-08-23;11;11;0;3;N
PORTO SEGURO;366;EPS;RECORTE;2022-08-03;17;17;0;4;N
CAMACARI;52;EPS;RECORTE;2022-08-24;11;11;0;4;N
CONCEICAO DO COITE;72;STC;RECORTE;2022-08-09;11;8;3;3;N
IPIAU;530;EPS;CORTE;2022-08-11;8;7;1;5;N
LIVRAMENTO DE NOSSA SENHORA;311;EPS;CORTE;2022-08-16;6;5;1;3;N
IRECE;211;EPS;BAIXA;2022-08-10;2;2;0;4;N
JACOBINA;257;EPS;CORTE;2022-08-15;9;9;0;2;N
ITABERABA;215;STC;RECORTE;2022-08-17;21;19;2;4;N
FEIRA DE SANTANA NORTE;109;STC;RECORTE;2022-08-18;15;12;3;5;S
BRUMADO;48;EPS;CORTE;2022-08-18;7;7;0;5;N
FEIRA DE SANTANA NORTE;110;STC;RECORTE;2022-08-08;11;10;1;2;N
SANTO AMARO;422;EPS;DISJUNTOR;2022-08-08;3;2;1;2;N
JACOBINA;259;STC;CORTE;2022-08-05;6;0;6;6;N
VALENCA;487;EPS;CORTE;2022-08-05;8;0;8;6;N
CONCEICAO DO COITE;67;EPS;CORTE;2022-08-05;9;0;9;6;N
SENHOR DO BONFIM;446;EPS;CORTE;2022-08-12;12;11;1;6;N
JACOBINA;255;STC;CORTE;2022-08-04;16;16;0;5;N
REMANSO;390;STC;CORTE;2022-08-11;18;18;0;5;N
JUAZEIRO;289;EPS;CORTE;2022-08-09;15;14;1;3;N
SANTO AMARO;422;EPS;CORTE;2022-08-02;30;26;4;3;N
BOM JESUS DA LAPA;30;EPS;CORTE;2022-08-15;5;5;0;2;N
JACOBINA;258;EPS;RECORTE;2022-08-04;9;9;0;5;N
ITAPETINGA;248;STC;CORTE;2022-08-15;9;9;0;2;N
ALAGOINHAS;2;STC;RECORTE;2022-08-15;9;7;2;2;N
BARREIRAS;16;STC;RECORTE;2022-08-12;15;13;2;6;N
SERRINHA;459;EPS;CORTE;2022-08-15;12;12;0;2;N
EUNAPOLIS;88;EPS;RECORTE;2022-08-17;3;3;0;4;N
IPIAU;532;STC;RECORTE;2022-08-02;16;15;1;3;N
POSTO DA MATA;385;EPS;CORTE;2022-08-15;14;14;0;2;N
VITORIA DA CONQUISTA;523;EPS;CORTE;2022-08-19;14;14;0;6;N
ITABUNA;233;STC;CORTE;2022-08-11;16;16;0;5;N
REMANSO;389;STC;CORTE;2022-08-23;13;13;0;3;N
JEQUIE;271;STC;CORTE;2022-08-11;11;11;0;5;N
CANDEIAS;58;STC;CORTE;2022-08-11;13;12;1;5;N
ITABUNA;232;STC;CORTE;2022-08-23;18;18;0;3;N
ITABUNA;185;EPS;RECORTE;2022-08-10;7;6;1;4;N
PAULO AFONSO;407;STC;CORTE;2022-08-09;11;11;0;3;N
VITORIA DA CONQUISTA;525;STC;CORTE;2022-08-09;11;11;0;3;N
GRACA;131;EPS;BAIXA;2022-08-25;10;6;4;5;S
CANDEIAS;59;EPS;DISJUNTOR;2022-08-17;8;7;1;4;N
LIVRAMENTO DE NOSSA SENHORA;311;EPS;RECORTE;2022-08-17;4;4;0;4;N
GRACA;129;STC;RECORTE;2022-08-16;17;16;1;3;N
IRECE;205;EPS;CORTE;2022-08-09;14;13;1;3;N
PORTO SEGURO;371;EPS;CORTE;2022-08-16;9;9;0;3;N
BRUMADO;37;EPS;CORTE;2022-08-04;6;5;1;5;N
LAURO DE FREITAS;297;STC;CORTE;2022-08-25;15;15;0;5;S
PORTO SEGURO;372;EPS;CORTE;2022-08-04;8;8;0;5;N
IBOTIRAMA;166;STC;CORTE;2022-08-09;9;8;1;3;N
POSTO DA MATA;387;STC;CORTE;2022-08-05;5;0;5;6;N
PIRAJA;351;EPS;CORTE;2022-08-05;17;0;17;6;N
RIBEIRA DO POMBAL;397;STC;RECORTE;2022-08-24;11;8;3;4;N
JACOBINA;534;STC;CORTE;2022-08-16;1;1;0;3;N
CONCEICAO DO COITE;72;EPS;CORTE;2022-08-19;7;7;0;6;N
ILHEUS;173;EPS;RECORTE;2022-08-18;15;15;0;5;N
SANTO AMARO;422;EPS;RECORTE;2022-08-03;18;17;1;4;N
ALAGOINHAS;4;EPS;RECORTE;2022-08-03;15;15;0;4;N
FEIRA DE SANTANA SUL;122;STC;RECORTE;2022-08-02;16;13;3;3;N
IRECE;201;EPS;CORTE;2022-08-08;10;10;0;2;N
LAURO DE FREITAS;293;EPS;CORTE;2022-08-12;16;16;0;6;N
VALENCA;494;STC;CORTE;2022-08-09;11;11;0;3;N
AMARGOSA;5;STC;CORTE;2022-08-16;19;19;0;3;N
PERIPERI;348;STC;RECORTE;2022-08-02;28;11;17;3;S
SERRINHA;456;STC;CORTE;2022-08-16;11;11;0;3;N
EUNAPOLIS;85;EPS;RECORTE;2022-08-04;5;5;0;5;N
TEIXEIRA DE FREITAS;476;EPS;CORTE;2022-08-02;11;11;0;3;N
PERIPERI;347;STC;RECORTE;2022-08-16;57;45;12;3;N
LAURO DE FREITAS;298;STC;RECORTE;2022-08-16;32;24;8;3;N
IRECE;205;EPS;RECORTE;2022-08-10;8;8;0;4;N
JEQUIE;270;EPS;RECORTE;2022-08-10;9;8;1;4;N
LAURO DE FREITAS;295;STC;CORTE;2022-08-02;32;29;3;3;N
VITORIA DA CONQUISTA;506;STC;CORTE;2022-08-16;11;11;0;3;N
CAMACARI;57;STC;CORTE;2022-08-02;12;11;1;3;N
VALENCA;492;EPS;CORTE;2022-08-19;13;13;0;6;N
AMARGOSA;5;EPS;CORTE;2022-08-02;14;14;0;3;N
JACOBINA;258;EPS;BAIXA;2022-08-04;5;3;2;5;N
ITABUNA;228;STC;CORTE;2022-08-22;16;14;2;2;N
REMANSO;389;EPS;RECORTE;2022-08-10;12;11;1;4;N
JUAZEIRO;285;STC;CORTE;2022-08-22;13;13;0;2;N
ITABUNA;232;STC;RECORTE;2022-08-24;18;14;4;4;N
JACOBINA;264;STC;CORTE;2022-08-19;7;7;0;6;N
RIBEIRA DO POMBAL;406;EPS;RECORTE;2022-08-25;9;7;2;5;N
JUAZEIRO;285;EPS;CORTE;2022-08-08;20;20;0;2;N
VITORIA DA CONQUISTA;513;EPS;BAIXA;2022-08-17;12;12;0;4;N
IBOTIRAMA;155;EPS;BAIXA;2022-08-05;4;4;0;6;N
RIBEIRA DO POMBAL;396;EPS;BAIXA;2022-08-22;7;7;0;2;N
ITABUNA;185;EPS;BAIXA;2022-08-10;1;1;0;4;N
BARREIRAS;20;EPS;CORTE;2022-08-23;7;7;0;3;N
PERIPERI;349;EPS;BAIXA;2022-08-25;18;17;1;5;S
PAULO AFONSO;328;EPS;CORTE;2022-08-12;8;8;0;6;N
JACOBINA;263;EPS;CORTE;2022-08-17;8;7;1;4;N
SENHOR DO BONFIM;447;STC;RECORTE;2022-08-15;15;15;0;2;N
GUANAMBI;142;EPS;CORTE;2022-08-22;5;5;0;2;N
PERIPERI;348;STC;RECORTE;2022-08-04;19;18;1;5;N
CAMACARI;55;EPS;CORTE;2022-08-12;7;7;0;6;N
JACOBINA;534;EPS;CORTE;2022-08-02;7;7;0;3;N
CAMACARI;56;STC;CORTE;2022-08-12;5;5;0;6;S
JUAZEIRO;290;STC;RECORTE;2022-08-12;16;8;8;6;N
GRACA;136;STC;CORTE;2022-08-05;15;0;15;6;N
JACOBINA;264;EPS;CORTE;2022-08-05;7;0;7;6;N
PAULO AFONSO;338;EPS;CORTE;2022-08-15;8;8;0;2;N
ITAPOAN;251;EPS;CORTE;2022-08-08;25;25;0;2;N
JEQUIE;275;EPS;CORTE;2022-08-23;27;27;0;3;N
BARREIRAS;18;STC;CORTE;2022-08-12;15;14;1;6;N
ITABUNA;232;EPS;BAIXA;2022-08-10;3;3;0;4;N
BARREIRAS;16;EPS;CORTE;2022-08-22;35;33;2;2;N
IRECE;198;STC;CORTE;2022-08-09;11;11;0;3;N
IRECE;196;EPS;CORTE;2022-08-19;9;9;0;6;N
ILHEUS;179;EPS;CORTE;2022-08-19;22;22;0;6;N
IPIAU;189;EPS;CORTE;2022-08-09;8;8;0;3;N
IRECE;211;EPS;CORTE;2022-08-11;13;12;1;5;N
ALAGOINHAS;1;STC;RECORTE;2022-08-02;40;20;20;3;S
SENHOR DO BONFIM;453;STC;CORTE;2022-08-16;13;12;1;3;N
SENHOR DO BONFIM;453;EPS;CORTE;2022-08-02;8;8;0;3;N
EUNAPOLIS;85;EPS;BAIXA;2022-08-04;4;4;0;5;N
SENHOR DO BONFIM;454;STC;CORTE;2022-08-04;13;13;0;5;N
BARREIRAS;20;EPS;RECORTE;2022-08-24;9;9;0;4;N
ESPLANADA;77;STC;CORTE;2022-08-11;11;11;0;5;N
SANTO ANTONIO DE JESUS;427;STC;RECORTE;2022-08-02;17;17;0;3;N
AMARGOSA;5;EPS;RECORTE;2022-08-03;10;10;0;4;N
PORTO SEGURO;377;EPS;CORTE;2022-08-18;10;10;0;5;N
VALENCA;493;STC;RECORTE;2022-08-22;17;15;2;2;N
SANTO ANTONIO DE JESUS;426;STC;RECORTE;2022-08-12;15;13;2;6;S
JEQUIE;281;STC;RECORTE;2022-08-15;11;11;0;2;N
JACOBINA;534;STC;RECORTE;2022-08-17;1;1;0;4;N
GUANAMBI;139;EPS;CORTE;2022-08-09;6;6;0;3;N
EUNAPOLIS;105;EPS;CORTE;2022-08-09;6;6;0;3;N
IBOTIRAMA;171;EPS;CORTE;2022-08-09;5;4;1;3;N
JACOBINA;263;EPS;RECORTE;2022-08-18;9;9;0;5;N
GUANAMBI;142;EPS;DISJUNTOR;2022-08-05;14;0;14;6;N
SERRINHA;466;EPS;CORTE;2022-08-05;7;0;7;6;N
VITORIA DA CONQUISTA;509;EPS;BAIXA;2022-08-16;16;0;16;3;N
SEABRA;440;EPS;CORTE;2022-08-25;10;0;10;5;N
PIRAJA;354;STC;CORTE;2022-08-08;17;16;1;2;N
FEIRA DE SANTANA SUL;122;STC;CORTE;2022-08-24;40;39;1;4;S
SANTO ANTONIO DE JESUS;432;STC;CORTE;2022-08-15;13;13;0;2;N
ESPLANADA;77;STC;RECORTE;2022-08-12;16;9;7;6;N
GRACA;132;EPS;CORTE;2022-08-16;42;37;5;3;N
IBOTIRAMA;167;STC;CORTE;2022-08-22;14;11;3;2;N
PITUBA;359;STC;CORTE;2022-08-18;19;19;0;5;N
FEIRA DE SANTANA SUL;121;EPS;CORTE;2022-08-24;16;14;2;4;N
JUAZEIRO;290;EPS;CORTE;2022-08-22;30;30;0;2;N
GRACA;133;EPS;CORTE;2022-08-04;50;49;1;5;N
AMARGOSA;10;EPS;CORTE;2022-08-16;5;5;0;3;N
AMARGOSA;11;STC;CORTE;2022-08-18;18;17;1;5;N
ITABERABA;215;EPS;CORTE;2022-08-04;6;5;1;5;N
PITUBA;359;EPS;CORTE;2022-08-04;22;22;0;5;N
BARREIRAS;13;STC;CORTE;2022-08-23;21;19;2;3;N
JUAZEIRO;291;EPS;CORTE;2022-08-10;15;15;0;4;N
PITUBA;358;EPS;CORTE;2022-08-16;19;18;1;3;N
GUANAMBI;151;STC;CORTE;2022-08-02;10;10;0;3;N
JUAZEIRO;292;STC;CORTE;2022-08-12;9;9;0;6;N
JEQUIE;275;EPS;RECORTE;2022-08-24;10;9;1;4;N
TEIXEIRA DE FREITAS;485;EPS;RECORTE;2022-08-18;32;30;2;5;N
FEIRA DE SANTANA SUL;122;EPS;CORTE;2022-08-12;18;18;0;6;N
VALENCA;490;STC;RECORTE;2022-08-09;17;7;10;3;N
JACOBINA;263;EPS;BAIXA;2022-08-18;5;5;0;5;N
GRACA;134;EPS;BAIXA;2022-08-16;7;6;1;3;N
PIRAJA;352;EPS;CORTE;2022-08-18;14;14;0;5;N
ITABERABA;217;EPS;BAIXA;2022-08-04;10;10;0;5;N
TEIXEIRA DE FREITAS;481;EPS;CORTE;2022-08-16;10;10;0;3;N
LIVRAMENTO DE NOSSA SENHORA;310;STC;CORTE;2022-08-18;4;4;0;5;N
ILHEUS;180;STC;RECORTE;2022-08-22;21;17;4;2;N
RIBEIRA DO POMBAL;400;EPS;CORTE;2022-08-24;9;8;1;4;N
ITABUNA;231;STC;RECORTE;2022-08-11;16;4;12;5;S
LUIS EDUARDO MAGALHAES;323;EPS;CORTE;2022-08-11;7;7;0;5;N
ESPLANADA;80;EPS;BAIXA;2022-08-11;1;1;0;5;N
BRUMADO;39;EPS;CORTE;2022-08-05;5;0;5;6;N
FEIRA DE SANTANA SUL;124;STC;CORTE;2022-08-02;1;1;0;3;N
ALAGOINHAS;2;EPS;CORTE;2022-08-02;32;31;1;3;N
ESPLANADA;81;EPS;CORTE;2022-08-23;14;12;2;3;N
JUAZEIRO;287;STC;CORTE;2022-08-23;8;8;0;3;N
SANTO AMARO;421;EPS;DISJUNTOR;2022-08-22;3;3;0;2;N
ITABUNA;172;STC;CORTE;2022-08-09;16;16;0;3;N
CAMACARI;51;STC;CORTE;2022-08-02;64;62;2;3;N
CAMACARI;55;STC;RECORTE;2022-08-02;5;1;4;3;S
LUIS EDUARDO MAGALHAES;320;STC;CORTE;2022-08-12;11;11;0;6;N
IRECE;203;STC;CORTE;2022-08-23;21;19;2;3;N
VITORIA DA CONQUISTA;500;EPS;CORTE;2022-08-02;15;14;1;3;N
IBOTIRAMA;156;STC;CORTE;2022-08-08;9;9;0;2;N
SANTO ANTONIO DE JESUS;9;STC;RECORTE;2022-08-16;16;16;0;3;N
VALENCA;498;EPS;DISJUNTOR;2022-08-04;15;14;1;5;N
ITAPETINGA;239;STC;CORTE;2022-08-02;9;9;0;3;N
VITORIA DA CONQUISTA;500;STC;CORTE;2022-08-16;11;11;0;3;N
BRUMADO;35;STC;CORTE;2022-08-18;11;11;0;5;N
ILHEUS;187;STC;CORTE;2022-08-11;8;8;0;5;N
REMANSO;393;EPS;CORTE;2022-08-12;8;8;0;6;N
ALAGOINHAS;3;STC;CORTE;2022-08-04;11;11;0;5;N
SANTO AMARO;420;STC;CORTE;2022-08-16;9;9;0;3;N
ALAGOINHAS;3;STC;CORTE;2022-08-02;13;13;0;3;S
PITUBA;358;EPS;RECORTE;2022-08-17;26;26;0;4;N
ITABUNA;226;EPS;RECORTE;2022-08-10;7;4;3;4;N
BRUMADO;49;EPS;CORTE;2022-08-08;7;7;0;2;N
VITORIA DA CONQUISTA;501;STC;CORTE;2022-08-04;11;10;1;5;N
PAULO AFONSO;335;STC;RECORTE;2022-08-17;16;15;1;4;N
BOM JESUS DA LAPA;34;EPS;CORTE;2022-08-18;5;4;1;5;N
LUIS EDUARDO MAGALHAES;318;EPS;CORTE;2022-08-22;2;2;0;2;N
JACOBINA;257;EPS;CORTE;2022-08-17;8;8;0;4;N
PITUBA;359;STC;RECORTE;2022-08-19;21;7;14;6;N
BRUMADO;40;STC;RECORTE;2022-08-08;11;9;2;2;N
IPIAU;189;EPS;BAIXA;2022-08-10;4;4;0;4;N
ESPLANADA;82;STC;CORTE;2022-08-25;11;11;0;5;N
RIBEIRA DO POMBAL;397;STC;CORTE;2022-08-25;11;11;0;5;N
PORTO SEGURO;372;EPS;DISJUNTOR;2022-08-12;19;19;0;6;N
ITABUNA;185;EPS;CORTE;2022-08-11;26;25;1;5;N
CAMACARI;50;STC;CORTE;2022-08-12;15;15;0;6;S
GRACA;130;STC;CORTE;2022-08-05;17;0;17;6;N
TEIXEIRA DE FREITAS;479;STC;CORTE;2022-08-05;17;0;17;6;N
PITUBA;356;STC;CORTE;2022-08-05;38;0;38;6;N
JACOBINA;258;EPS;CORTE;2022-08-05;9;0;9;6;N
JACOBINA;257;EPS;RECORTE;2022-08-18;9;8;1;5;N
LAURO DE FREITAS;298;EPS;CORTE;2022-08-03;28;28;0;4;N
PIRAJA;350;EPS;CORTE;2022-08-19;14;14;0;6;N
REMANSO;389;STC;CORTE;2022-08-23;37;37;0;3;S
SERRINHA;459;EPS;CORTE;2022-08-17;7;6;1;4;N
IPIAU;531;STC;RECORTE;2022-08-16;21;20;1;3;N
VALENCA;495;STC;RECORTE;2022-08-23;17;17;0;3;N
SANTA MARIA DA VITORIA;535;STC;CORTE;2022-08-17;17;11;6;4;N
PAULO AFONSO;407;STC;CORTE;2022-08-11;11;11;0;5;N
ITABUNA;184;EPS;RECORTE;2022-08-24;33;29;4;4;N
VITORIA DA CONQUISTA;510;STC;CORTE;2022-08-19;11;10;1;6;N
BOM JESUS DA LAPA;31;STC;CORTE;2022-08-19;16;15;1;6;N
SENHOR DO BONFIM;447;EPS;CORTE;2022-08-02;8;7;1;3;N
JUAZEIRO;290;EPS;BAIXA;2022-08-23;57;49;8;3;N
PITUBA;359;EPS;BAIXA;2022-08-05;40;36;4;6;N
AMARGOSA;10;EPS;BAIXA;2022-08-17;2;2;0;4;N
VITORIA DA CONQUISTA;503;EPS;BAIXA;2022-08-16;13;13;0;3;N
ITABUNA;226;EPS;BAIXA;2022-08-10;3;2;1;4;N
CONCEICAO DO COITE;76;EPS;CORTE;2022-08-22;5;5;0;2;N
RIBEIRA DO POMBAL;399;STC;RECORTE;2022-08-02;11;11;0;3;N
LAURO DE FREITAS;298;EPS;BAIXA;2022-08-25;15;15;0;5;S
REMANSO;389;EPS;CORTE;2022-08-11;8;8;0;5;N
LIVRAMENTO DE NOSSA SENHORA;308;STC;CORTE;2022-08-19;8;8;0;6;N
PAULO AFONSO;324;STC;RECORTE;2022-08-03;1;1;0;4;N
BRUMADO;46;STC;CORTE;2022-08-09;11;10;1;3;N
IPIAU;526;EPS;CORTE;2022-08-12;8;8;0;6;N
IRECE;192;STC;CORTE;2022-08-09;11;10;1;3;N
PERIPERI;348;STC;CORTE;2022-08-05;16;0;16;6;N
EUNAPOLIS;85;EPS;CORTE;2022-08-05;6;0;6;6;N
POSTO DA MATA;386;EPS;CORTE;2022-08-05;7;0;7;6;N
IRECE;203;STC;RECORTE;2022-08-24;21;21;0;4;N
ITABUNA;236;STC;RECORTE;2022-08-25;14;13;1;5;S
RIBEIRA DO POMBAL;404;STC;CORTE;2022-08-15;11;11;0;2;N
IBOTIRAMA;161;EPS;CORTE;2022-08-08;7;5;2;2;N
VITORIA DA CONQUISTA;520;EPS;CORTE;2022-08-08;20;19;1;2;N
JUAZEIRO;285;EPS;CORTE;2022-08-10;15;15;0;4;N
FEIRA DE SANTANA NORTE;115;EPS;RECORTE;2022-08-10;80;71;9;4;N
LAURO DE FREITAS;298;EPS;RECORTE;2022-08-04;20;19;1;5;N
AMARGOSA;5;EPS;CORTE;2022-08-04;28;28;0;5;N
ITABERABA;217;STC;CORTE;2022-08-19;42;42;0;6;N
SANTA MARIA DA VITORIA;414;STC;CORTE;2022-08-22;16;16;0;2;N
JUAZEIRO;286;STC;CORTE;2022-08-12;9;9;0;6;N
SERRINHA;459;EPS;RECORTE;2022-08-18;7;7;0;5;N
ESPLANADA;80;EPS;CORTE;2022-08-12;14;14;0;6;N
SENHOR DO BONFIM;447;EPS;RECORTE;2022-08-03;7;6;1;4;N
LAURO DE FREITAS;295;STC;CORTE;2022-08-02;40;40;0;3;S
ITABUNA;227;EPS;CORTE;2022-08-22;8;8;0;2;N
SANTO ANTONIO DE JESUS;434;STC;CORTE;2022-08-16;19;19;0;3;N
ITABERABA;218;STC;CORTE;2022-08-05;6;6;0;6;S
JACOBINA;263;EPS;CORTE;2022-08-19;8;7;1;6;N
SERRINHA;455;EPS;CORTE;2022-08-16;7;7;0;3;N
CONCEICAO DO COITE;64;STC;RECORTE;2022-08-09;11;6;5;3;N
VITORIA DA CONQUISTA;520;STC;CORTE;2022-08-22;11;11;0;2;N
CAMACARI;57;STC;CORTE;2022-08-04;11;11;0;5;N
ILHEUS;186;EPS;BAIXA;2022-08-10;6;6;0;4;N
PERIPERI;348;STC;RECORTE;2022-08-04;8;8;0;5;S
PERIPERI;347;STC;RECORTE;2022-08-18;19;19;0;5;N
JUAZEIRO;284;EPS;CORTE;2022-08-22;15;15;0;2;N
VALENCA;493;EPS;CORTE;2022-08-09;8;7;1;3;N
LIVRAMENTO DE NOSSA SENHORA;309;STC;RECORTE;2022-08-08;15;15;0;2;N
ITABERABA;217;EPS;CORTE;2022-08-05;6;0;6;6;N
PERIPERI;347;STC;RECORTE;2022-08-16;6;3;3;3;S
BARREIRAS;20;EPS;CORTE;2022-08-25;6;0;6;5;N
JACOBINA;261;STC;CORTE;2022-08-08;32;32;0;2;N
PAULO AFONSO;325;STC;CORTE;2022-08-15;11;11;0;2;N
IRECE;197;STC;CORTE;2022-08-23;21;21;0;3;N
VALENCA;491;EPS;DISJUNTOR;2022-08-16;15;15;0;3;N
CONCEICAO DO COITE;71;EPS;DISJUNTOR;2022-08-16;6;6;0;3;N
ITABERABA;213;STC;CORTE;2022-08-18;21;21;0;5;N
VITORIA DA CONQUISTA;517;STC;CORTE;2022-08-09;11;11;0;3;N
JEQUIE;277;STC;CORTE;2022-08-15;10;10;0;2;N
SENHOR DO BONFIM;453;EPS;CORTE;2022-08-04;7;7;0;5;N
IBOTIRAMA;170;EPS;CORTE;2022-08-23;7;7;0;3;N
ITAPOAN;252;STC;CORTE;2022-08-12;19;15;4;6;N
PORTO SEGURO;369;STC;RECORTE;2022-08-08;16;16;0;2;N
JEQUIE;266;STC;RECORTE;2022-08-23;6;3;3;3;S
VALENCA;493;EPS;RECORTE;2022-08-10;26;21;5;4;N
TEIXEIRA DE FREITAS;472;EPS;CORTE;2022-08-03;8;8;0;4;N
PORTO SEGURO;363;EPS;CORTE;2022-08-16;14;14;0;3;N
PERIPERI;347;EPS;BAIXA;2022-08-04;5;5;0;5;N
EUNAPOLIS;92;STC;CORTE;2022-08-09;11;11;0;3;N
SENHOR DO BONFIM;453;STC;CORTE;2022-08-16;12;12;0;3;S
JEQUIE;281;EPS;RECORTE;2022-08-03;2;2;0;4;N
JUAZEIRO;285;EPS;RECORTE;2022-08-11;8;7;1;5;N
FEIRA DE SANTANA SUL;127;EPS;CORTE;2022-08-03;14;14;0;4;N
IRECE;197;EPS;CORTE;2022-08-09;14;13;1;3;N
GUANAMBI;139;EPS;CORTE;2022-08-11;7;7;0;5;N
IBOTIRAMA;156;EPS;CORTE;2022-08-19;7;7;0;6;N
ALAGOINHAS;1;STC;RECORTE;2022-08-04;40;31;9;5;S
ITABERABA;217;STC;RECORTE;2022-08-18;12;11;1;5;S
VITORIA DA CONQUISTA;515;EPS;CORTE;2022-08-19;14;13;1;6;N
IPIAU;188;EPS;CORTE;2022-08-23;7;7;0;3;N
GUANAMBI;138;EPS;CORTE;2022-08-23;5;5;0;3;N
VALENCA;489;EPS;CORTE;2022-08-08;10;10;0;2;N
LAURO DE FREITAS;298;EPS;BAIXA;2022-08-04;5;5;0;5;N
SEABRA;443;STC;CORTE;2022-08-05;11;0;11;6;N
FEIRA DE SANTANA SUL;128;STC;CORTE;2022-08-05;1;0;1;6;N
SANTO ANTONIO DE JESUS;431;EPS;CORTE;2022-08-15;4;4;0;2;N
FEIRA DE SANTANA SUL;127;EPS;RECORTE;2022-08-04;16;16;0;5;N
IRECE;193;STC;CORTE;2022-08-22;42;40;2;2;N
FEIRA DE SANTANA SUL;123;EPS;CORTE;2022-08-02;54;49;5;3;N
SERRINHA;456;EPS;BAIXA;2022-08-05;24;22;2;6;N
ITAPETINGA;241;EPS;CORTE;2022-08-15;12;12;0;2;N
JUAZEIRO;291;EPS;CORTE;2022-08-12;15;14;1;6;N
SEABRA;439;STC;CORTE;2022-08-04;10;10;0;5;N
IBOTIRAMA;171;STC;RECORTE;2022-08-24;12;11;1;4;S
SEABRA;442;EPS;RECORTE;2022-08-04;8;7;1;5;N
ILHEUS;180;STC;DISJUNTOR;2022-08-04;19;18;1;5;S
JUAZEIRO;290;EPS;CORTE;2022-08-24;32;30;2;4;N
PIRAJA;353;STC;CORTE;2022-08-22;17;17;0;2;N
IRECE;207;EPS;CORTE;2022-08-12;13;13;0;6;N
POSTO DA MATA;387;EPS;CORTE;2022-08-18;14;14;0;5;N
SANTO AMARO;424;STC;CORTE;2022-08-19;21;21;0;6;N
PIRAJA;353;EPS;CORTE;2022-08-08;19;18;1;2;N
